content,target
福不倒,0
南京才判11年。。,-1
保護,1
“奔跑吧狱友”,1
入我老婆坑之作啊，当年被迷的五迷三道的,1
"women,can't live with them,can't live without them.",0
中式注重违和感？,0
厂长玉音发送,1
鸭儿妹，好评！,1
这充分说明了当年我们自己研制原子弹是多么正确，不然我们就是下一个伊拉克,1
哈哈哈哈哈哈哈哈哈哈,1
逆天,0
你总是心太软，把所有问题都自己扛,0
这不911吗？,0
?,0
没有门这事就很出戏,0
吴用罕见吃瘪场面,0
默哀,-1
弹幕护体,-1
像京剧是真逆天,0
我是15周岁吔，可以预支3年吗,1
←只有你那么觉得 正常人都说是美国自食其果,-1
前方高能预警！前方高能预警！,0
妈妈：6,1
有点道理,1
太可爱了,1
←你扯什么淡呢，这是好人吗,-1
反对！极力反对！,-1
古巴导弹危机,0
你们连几百年前的人都不如,-1
啊啊啊，福字不倒贴,0
呼延灼打梁山时候扈三娘还是五虎,0
太6了,0
你还有脸在b站混？,-1
致敬英雄,1
美式恐怖主要是跳杀,0
所以门呢,0
←前面的，福建舰舷号18啊喂，17是山东的,0
诡辩,-1
罗老师，不给考公不等于赶尽杀绝,-1
ding~,1
什么鬼,-1
文艺复兴！！！,1
瓦坎达佛爱我,1
←伟大的导师,1
还没史呢,-1
细说兴奋,0
红色警戒2,0
自导自演？,-1
[ohh],1
三千？三千是什么东西啊？,0
美美美,1
如何分辨动机,0
到现在还有人需要被普及：做不做和能不能是两回事吗，还“考公之外很多路”，这是什么究极脑谈，而且不止考公政审，有的大型志愿服务都要政审，多得是,-1
？,0
啊啊啊啊啊喵酱啊啊啊啊,1
致敬,1
整个酒店都有问题，门是酒店自己开的,0
我不是张恒，我是张翰～,1
花♂房♂姑♂娘,1
初生东西,-1
失踪人口回归！,1
老师说的真的很好,1
马保国,1
僵尸先生的冥婚,0
既然是太太,0
蝌蚪的味道,0
致敬,1
我也证明，一打他就要跳我回合,0
不是迪克刚好到了妻子已经被杀,0
这瓜包熟嘛,1
不算构成，但没收手机可能侵犯财产权？,0
技术不够 创意来凑,1
谢谢老师,1
应该取消,0
苇名枪斗术,1
我和我的祖國一刻也不能分割,0
吉良吉影 吉良吉影 整天就知道吉良吉影！,1
卡视角,0
你说的对，但是《懒设计》是由成都恒图自主研发的一款全新开放世界冒险游戏。游戏发生在一个被称作「b站」的幻想世界，在这里，你将扮演一位名为「敖厂长」的神秘角色，在自由的旅行中邂逅性格各异、能力独特的同伴,-1
大题大作,1
唐,0
基本不会打错的,0
这东西真的6啊,1
致敬,1
合理合理,1
支持罗老师,1
所长老位置,0
导演：好 记者招待会时就按他们分析的说 正好不知道说啥,1
精苏震怒,1
全体默哀,-1
英雄永垂不朽！,1
爸爸和妈麻德长相都有点吓人，选角真的用心啊,1
这死得也太匆忙了，这部分配得上名著吗,-1
致敬,1
《口感很化渣的异型生物豆制品》,1
老师好,1
凯申物流：没错，嫡系不能随便调,1
致敬英雄,1
感谢罗老师,1
前方高能预警！前方高能预警！,0
恐怖的原因：up的离谱解说与配乐,0
完全同意 有啥杠的,1
HHHHHHHHHHHHH,1
怎么一脸欠样,-1
连坐制度是实属想查出联系成本太高，而利益联系又必然存在的低成本解决方案。,0
张顺：大哥你是知道我的，兄弟生来万事不求人,1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
第亿遍而已,1
哈哈哈哈哈门偷了可还行,1
没感觉,0
懂了懂了,0
?,0
真是泰裤啦,1
本音は言わない方が悩ましい 甘い言葉かけるよりもずっと愛しい ◈,0
复活赛打赢mirror2了？,-1
我一眼就看出你不是人,1
这丑恶的嘴脸看着就想抽他,-1
偲鎷溨茽[打call]​,0
2021前来考古,0
啊？,0
就是要堵住，让他知道这是一条无法回头的路，他才不会去走,0
门呢？,0
来了来了,0
这个人话好多，没有感觉到啊,-1
判他几个月,0
敖犬,-1
保护,1
欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉,1
是的,0
又粗又大说得太响了,1
233333,1
那这旅馆能赚钱吗,0
谢谢罗老师！,1
今夕是何年啊？！,1
？,0
怎么？苇名剑法都不服（doge）,1
不就是贴楼道墙上了吗，啥玩意啊,0
扇下核按钮,1
自我批评是吧,-1
提示:把声音关闭,0
为什么不砍绳子啊,0
酿起来,0
他们自己送的能怪卢俊义？,-1
好久不见,1
你tm楼梯间正中间哪来的门？,-1
有勇无谋，死有余辜,-1
画的还挺好,1
女主是为电影特地瘦身的,0
尸体在说话,-1
我在想弹幕上跟风的有意思吗,-1
顶级高校：中国政法大学（doge）,1
哟这不是敖犬吗,-1
不如懒设计,0
讲的好。,1
[微笑]三代清白的人绝对不会在这里说不公平。在这里说不公平的大家想想是什么成分了。​,-1
玛德，连跳楼都这么卷啊,1
呼叫81192，空域已清空，甲板已清空，请返航……,1
复活赛打赢了？,-1
赔光裤衩只能手机录视频了？,-1
好像有点道理,0
这个妈妈很可爱温柔,1
这里突然觉得尼克尔森好像我爷爷啊,1
是音樂讓人詭異吧,0
45姐，45姐 整天就知道45姐,1
草,1
厂长说的很好！,1
命运，在此显现,1
说的很透彻，在理，很值得让我思考,1
111,0
久违了的竖屏版,1
双向奔赴，多是一件霉逝啊,1
↓这里有敖犬霰弹枪,-1
把  门  带  上,1
那你自己呆着啊，狗男人有理了,-1
我现在就死给你看！,-1
过去撕了就没事儿了,0
谢谢老师！,1
太离谱了,-1
致敬,1
也不一定，温子仁的电影就不是单纯的血腥,0
罗老师的视频好火,1
说不会在意的，下次你打你儿子一耳光，建议直接判你5年奥,-1
律师：不是哥们,0
《亻尔 口马 白勺》,-1
开免提啊，混蛋,-1
哈哈哈哈哈哈,1
小孩子才做选择 我全要,1
明显是癫痫啊,-1
脸都方了,0
作者：行，不让你们白准备,1
敖犬,-1
接着奏乐接着舞,1
他来追我才恐怖,0
@猛男舞团,0
？,0
升华了。。。,1
讲的是个啥？,-1
NZND,0
通常一般就是一定,0
兵长，兵长，天天就知道兵长,1
中秋快乐,1
喜气盈门，首先你得有门,0
出bug,0
张顺扒墙死，双解上山危。,0
猫猫！,1
门：我在嘛儿？,0
只因你太美,1
女主真的好勇敢,1
这里有獒犬霰弹枪,-1
达叔吗,0
这就三分之一了？,0
老师好！,1
好色啊,0
自己扶持的人,0
自作孽,-1
法律两者兼备,0
放春晚可还行,0
没事，你俩也要去了,1
取消,0
问题是，音画不同步有点严重吧？……,-1
timing侠,1
所以水攻的时候要顺风，逆风大忌,0
全是偷换概念哥,-1
这一段演技爆炸，真的好看,1
这不是意外吗,0
支持！,1
李火旺（确信,1
囧的呼唤还更新么,0
公正,1
林冲呢 下线了么,0
很赞同这句话,1
谢谢老师,1
awsl,1
别一口一个偷换概念了 好好听懂再说话,-1
哲学,0
我爱祖国的蓝天,1
好运来～真的好运来～～,1
希望报应来的快一点，给伊拉克那些苦难的人一点慰藉,-1
致敬英雄,1
非常公平,1
克勃格,0
默哀,-1
？？？？？？？？,0
。。。。。。。。。。。。,0
招安，招安，招甚鸟安！！,-1
天哪，电影里面的情节发生了，本以为是久远的故事。,0
什么东西?,0
没想到不喜欢的评论都能改 真厉害啊,-1
"大人,时代变了",1
一碗米养恩人，一斗米养仇人！引用李伯伯的话,1
两码事？？？你怎么觉得不会？？怎么就两码事？？,-1
    在上海被隔离2个月，真的快疯了,-1
刺激场面有，但是就是不恐怖,0
应该拿把波波莎,0
只会里应外合这一招了是吧,-1
?,0
福不是倒着读，不地道,0
厂长不忘本，厂长养坤社,1
吓到了,-1
血债血还,-1
想起155小分队了,0
精神分裂现场,1
因为这个时候，你已经是高处的人了，如果还在低处。会继续幸灾乐祸,-1
原始股股东,0
《喜气盈█》,1
性 感 手 枪,1
你别说911了。。这几年的事呢,0
合适的不得了,0
那么你最好要有大规模杀伤性武器,-1
换成黄绿紫字更吓人,0
我是蒋大为,0
我今天成功解决了一个难题，这让我感到非常快乐！,1
说的不就是你吗？,-1
啊？,0
这不十字绣吗？,0
《好用》,1
[ohh],1
痛苦的人,-1
啊？,0
企业招聘有政审权利吗，不能随便说吧。,-1
卧槽厂长还活着吗,-1
默哀,-1
感觉总是以模糊来掩饰缺失，也是另类的不作为吧,0
女主真挺耐看的,1
考上大学再躺平23333,1
没感觉,0
反正我信,0
所以上次怎么判的来着呵呵呵,-1
"美式恐怖不是hello,I want play a game吗",0
5等分花嫁,0
@老八,1
人民万岁！,1
谢谢老师受教了,1
换个bgm试试,0
五笔打字就行了,0
同性恋也是流氓罪,0
给我酿,0
 sjjsjw,0
企业是没有权利但人家就是不录用你你又有什么办法呢,0
？,0
ઈઉ 祭典配乐是暗号 将娇柔的蝴蝶引诱出,0
那些说应当预见的人 我觉得你们思想本身有问题,-1
没贴门上,0
钾钙钠镁铝锌铁锡铅氢铜汞银铂金,0
他已经把灵魂出卖给房子了,0
仔细,0
我正式成为骑士团成员，批准！,1
不帮他就是虚伪,-1
老师好,1
这死的有点快了昂,0
红色这点有注意到,0
非常真诚,1
刷木大的是nt jo小鬼吗,0
"很有创意, 就是慢....",1
厂长衣服上的字，是“兄弟，牛X”？,0
央视农业早从 CCTV 7 分到 CCTV 17 了,0
山河无恙，国富民强，81192，请返航,1
自我介绍是吧？,-1
觉得这个小朋友脸好软好可爱,1
我觉得很真实啊……我都有代入感了,-1
?,0
给张顺修庙，多是因为他魂捉方天定有功,0
再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸再靠近一点就要爆炸,1
有点东西,1
赵五表示同意,0
2020.7前来考古,0
？,0
，撤再多，恐怖片不恐怖也是然并卵。就跟结构布局超级精巧，有可能是四大名著，也可能是八股文一样。,-1
这是伊拉克战争，不是海湾战争，别搞混了,0
《囍》,1
防卫过当，过失杀人,-1
女主好像精灵,1
莲花＋猛男?,1
阿里嘎多熬厂长桑,1
精神污染,-1
前排,0
自由择业当然是基本权利,0
用拼音的建议去打一份《季姬击鸡记》,-1
男主根本没看管，都是妻子在做,0
这个真的有,0
已经疯掉了,-1
小题狂做,1
？,0
更高，更远，更快,1
将军，庇护山庄的马桶又堵了,1
好开,1
珍珠港也是伪造的？ ,0
哈哈哈哈太恐怖了，哈哈哈哈,1
创新是发展的第一动力 实践是认识的来源和动力 是检验真理的唯一标准,0
红毛衣开衫，黑色石油大厦B座…,0
会,0
[ohhhhhhhhhhhhhhhhhhhhhhhh],1
太厉害了吧,1
？这和外国人有什么关系？前面的，你没事吧？,-1
我爱罗老师,1
哈,0
罗老师 苍老了,1
把字整成荧光的,0
发现aoquan,-1
强行诡辩,-1
那巴界王拳形态,0
好像你以前没有前功尽弃似的,-1
还行啊,0
纸  嫁  衣 ,1
命运。。。。,-1
长亭外~古道边~,1
极乐净土yyds,1
Maria！！！,1
还穿着防护服,0
老师你好,1
撅怼男受,1
封建传统的压迫感,-1
三项全能,0
说的好 的确是为了自己国家而死,1
？,0
一律犯罪就枪毙,-1
宣纸老金贵了,0
?,0
三月七本七,1
他只是当了这个棋子罢了 没有他还有别的人来当,0
1.5,0
.,0
保护,1
我好怕猫猫崴脚,-1
安倍直呼内行,1
疑罪从无,0
保护保护保护,1
张继科排行老三，叫张三,-1
张伟,1
你们继续说，我投币了,1
要和男人一起生活 比如我,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
注：害怕的人请打开评论区，咱们一边聊一边看,1
时迁：没我的技术就别硬学,1
排太靠后了，前三十应该是有的,0
好运来祝你好运来~,1
爷青回,0
加纳战机,0
这块有点乱了。。。,-1
董平害人啊,-1
啊？,0
想想这对谁有利，就明白了！！！！！,-1
这一脚我没啦(๑>؂<๑）,1
准备,0
爱了爱了,1
何同学赛高,1
《须弥运镜》,1
看他们这么扒拉稀泥真的哭了,-1
你把音乐换成好运来试试,0
来抢功的,-1
[ohh],1
我sp60了,0
2021前来考古,0
文艺复兴,1
原石，原石，整天就知道原石,1
比如你在家里看到一个纸人，然后把他超度了,0
你换个bgm也许就好了,0
[ohhhh],1
敖犬,-1
没觉得,0
这熊的脸让我出戏了一会……,0
nizongsuanlaile1,0
域限空间,0
老师好,1
你说得对，但是敖犬霰弹枪是一把半自动散弹枪。每次开火会发射横向一排的8个散弹弹道。可以通过瞄准来减少横向扩散从而提升准度​,-1
很多犯罪和道德过错无关！！！！！！！！！,-1
什么时候罗老师的视频也多了这么多网络喷子啊,-1
你们听这背景音乐特别像死啦死啦。,1
互踢互踢互踢题日记发动机的秘密倒买倒卖课,0
私人up,-1
说道理,0
药店碧莲,-1
小孩才做选择，当然是全都要,1
这背景有点像小时候看的化学实验视频背景,0
电视剧肯定要拍白天啊不然很多人看不清的,0
同时也是一个非常非常容易滥用的罪名。,0
有弹幕怕个啥,1
看看这只小蝴蝶，她的颜色和翅膀真是美丽极了！,1
向英烈及家属致敬！ 致敬！致敬！,1
老师你是学法学的失去人性了吧,-1
不是你撞的为什么要扶,-1
这不是超级光能使者的后背吗,0
人民英雄 永垂不朽,1
？,0
要来力,0
枪毙贝利亚,1
占戈 哥欠 走已,1
boss占用资源,0
?,0
？？？,0
你个目田人，终于暴露了,-1
好湿,0
本来上课就不该玩手机，而且老师又没动手 ,0
jo小鬼biss,-1
......,0
刘欢是不是被宋徽宗留下了（狗头）,1
公孙胜看的清楚，早走了,0
令人感叹,0
默哀,-1
哪咤是吧,0
默哀,-1
哇女主真好看啊是不是啊，可真是好看啊都快夸夸吧,1
◈ Predilection（嗜好）来吧咬着嘴唇 Infatuation（迷恋）就这样咽下去,1
王伦：没错！又是我（doge）,1
九天玄女：这怎么还有挖墙脚的,1
《突发恶疾》,1
没有,0
？,0
午夜会出现一道门,0
辛苦了，泪目,-1
生肉,-1
？,0
?,0
不是三台嘛,0
我靠，厂长更新了，好久不见啊​熬​犬！[呲牙]​,-1
？,0
你复活辣！！畜,-1
罗老师今天的话题观点本人不赞同,-1
？,0
其实没有门也可以,0
根本没有恐怖的呀,0
许皮带打篮球是吧,0
默哀,-1
？,0
又来？吃我核弹！,0
啊？,0
我听说过作业式恐怖,1
凹犬,0
以及蚌埠的可靠性,1
细节怪,-1
文艺复兴,1
头号玩家,0
门呢？,0
 我永远喜欢咬人猫！,1
人生而平等，说得好,1
今夕是何年啊,1
王烈士墓前的飞机都能组一个航空兵中队了吧,0
弹幕对面没得没得快点快点看打卡,0
现在奈何桥上喝汤了,0
今夕是何年,1
All work and no play,0
设计的果然是哪吒,0
你不就是,-1
这些人不懂什么叫罪行均衡,-1
山地特种部队的谢幕,-1
敖厂长算不算过气网红,0
啊？,0
明快打字机的发明好神仙！我的拼音不好，不管是9键还是24键我都觉得很麻烦，9键的上面一个键上还有几个拼音，24的也得单独点然后拼，我个人使用觉得极其麻烦，从小到现在（30岁了）我用手机的话，都是用笔划,1
张四：你这个年纪怎么玩得起手机的？,1
敖犬,-1
返场了,0
血（雪）莲花？暖雪？,1
沼泽水洼待惯了？试试南方大江大湖,0
你自己敢看自己做的视频吗？,-1
愣着干啥，给你大姑大姑丈拜年呀！,0
？？？？？？,0
八条腿的:时代变了，人类（不是,1
难受,-1
只能说中国社会真得好好普普法,-1
林语堂先生真是全才……这都会……,1
弹幕护体,-1
けえ： 9fv - CC,0
流氓四子,1
这画面挺恐怖，一直这个表情不动,-1
反对的希望你们一辈都别让坑，或者是不受什么牵连,-1
五笔字？,0
谢谢老师,1
或者是，他追杀的那个人，和他本人长的一样,0
舒服了,1
这期爆笑！,1
印堂发黑,0
不是牵强，就是导演安排的,0
应该是遗传性精神分裂症,0
明白,0
歌えや歌え心のままに アナタの声をさぁ聞かせて ઈઉ,0
想起了155的时候,0
谢谢老师,1
《完全可以理解》,1
欧美鬼片都是打物伤的,0
二位真是太惨了,-1
无限防卫,1
啊？,0
灯啊兄弟,0
因父母犯罪获利的孩子就不用承担一点点父母犯罪的影响了,0
敖厂长，请评一下，吸血鬼幸存者这个游戏。,1
敖家三少,1
第一次觉得iPad屏幕太大了……好害怕啊,-1
这里我没看过！,0
我怎么感觉你已经疯了？,-1
我真谢谢弹幕你们,1
很抱歉，飞机的两个黑匣子都已经找到了，但是，飞机上已经没有生还者了,-1
男主演技真的6,1
说出你的故事，罗老师！,1
嘿嘿还蛮搞笑的,1
没落户的我现在也是流民~,0
敖厂长教你画国画,0
非洲早年爆发的埃博拉病毒就是美国在非生物实验室泄露出去,-1
其实我以为酒保是杰克的幻想,0
你到底吃不吃？？？,-1
◢◤◢◤◢◤◢◤前方高能！前方高能！◢◤ ◢◤◢◤◢◤挡住屏幕 ◢◤◢◤◢◤◢◤◢◤◢◤ ◢◤◢◤,-1
致敬,1
还以为结局怎么来个名著的升华呢，没想到就强行剧情杀升华结局……,-1
泪目,-1
建议将音量调为零，就有点喜庆了,0
啊？,0
《想押你就押你》,1
因为你政审不通过,-1
感觉不如懒设计感觉不如懒设计感觉不如懒设计感觉不如懒设计感觉不如懒设计感觉不如懒设计,0
得得得得得,0
福贴高了（狗头）,1
鬼是怎么开门的,0
不是说照片上的人全死了吗,0
纠正（杀掉）,1
拉出来的时候...,-1
无知之幕就倾向了结果平等，和前面说的相悖了,-1
救命高能君,-1
为什么b战还有这么多二极管,-1
哈哈哈，这个视频太好笑了，我都笑疯了！,1
曲对币有,0
进来的可以攻击，没必要离开,-1
段恺：遮莫三层铠甲，似劈风般掠过去,1
弗拉基米尔·伊里奇·乌里扬诺夫进入直播间,1
第二遍再看能发现很多细节，让人头皮发麻,0
天罡之耻,-1
老师好,1
为什么要急着攻下来，这样等一等不挺好吗,-1
乱拳打死老师傅,1
烟斗：我刚刚毁灭了世界,1
窝窝头，一块钱四个！！,1
哇,1
算了，听完解说。这电影还是看得我想睡觉,-1
失踪人口回归,1
就是千层饼，我出全力就没后手了，被针对就gg,0
故意找茬罪,1
所有的一线人员都辛苦了,1
自己说自己6,-1
阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛阿弥陀佛,0
上电视啊啊啊啊啊,1
+-*,0
默哀,-1
什么玩意儿这是，yue！,-1
黑   暗   森   林,1
七分钟前,0
哼，想逃？,0
老师好,1
失踪人口回归,1
这苍蝇的声音仿佛鬼叫,0
现在我知道发明拼音的人是有多牛逼了,1
男主在迷宫里徘徊的时候我觉得他看起来好可怜(误),-1
老师好,1
致敬！,1
似人一格,0
老师好,1
————————————☆————————————,0
王英：天下没有不死的自己啊！,1
老师好。,1
你是?,-1
-2200w,0
失踪人口回归,1
致敬,1
哇，六万块,1
小熊去哪儿了？,0
?,0
老师好,1
。           。,0
直接说你不更好，感同身受,0
庙,0
66,1
蓄意轰拳,0
哇哦,1
换色改性纯狐,0
尸体,0
没这音乐还好，有这音乐吓得一下子鸡皮疙瘩,-1
沙卵,-1
让他去吧，反正他最后一集才死,0
强者的发型,1
支持罗老师，罗老师是一个正义的人,1
?,0
记住这个门的方向,0
獒犬散弹枪,-1
失踪人口？,0
就这个心眼二 活不了大岁数,0
阈限空间的感觉,0
Adc冲上去肉搏了,1
[ohh],1
大哥你自己待着呗,0
好似,-1
有人看过觉醒日吗？,0
护体护体护体护体护体护体护体护体护体护体护体护体护体护体护体护体,-1
"上来就是一个左正蹬,一个右鞭腿",1
好样的,0
女主好惨,-1
说的就是我,0
发现一把敖犬散弹枪,-1
每日固定开头（666/1145）,0
什么13东西,-1
笑死 前面的还真有人开过家银行的 有新闻的,1
只有被害者受伤的世界诞生了,1
___,0
法家难道不考虑时代性和生产力现实的啊,0
这哪是超速啊，这是飞的太低（doge）,1
明年，最快明年估计能见证历史，祖国统一！！！,1
站长真的相信马奎是峨眉峰吗,0
我爱我们的国家,1
boss就是气场,0
81192请返航,1
哎，不知道会便宜哪只公猫,-1
】】,0
shagou,-1
但若世间存忠义，人间处处是梁山,0
看见天堂，那是藏着你笑的地方,0
感觉不如懒设计感觉不如懒设计感觉不如懒设计感觉不如懒设计感觉不如懒设计感觉不如懒设计,0
ઈઉ 翩翩起舞 抛开时间 今晚啊啊一同狂热地绽放,1
这不挺好的吗,1
女主温迪是戛纳影后,0
全靠声音,0
说都不会话 听不懂,-1
立即放弃领导人职务，同意,1
155小队,0
截图成功,1
how dare you!,1
《愉  快  的  冬  天》,1
?,0
为啥我觉的好笑,1
阎王有点不干事儿了,-1
《狮吼功：你过来啊》,1
老师好,1
反差太大，造成心里极具的落差。有没有道理？,0
懒大尾,-1
校长：那我也来一个？,1
啊？,0
血浆片,0
可爱,1
致幻剂，切断身体与大脑的联系,0
对对对破例就会下滑,-1
哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈,1
爷青回,1
觉得你把自己捧得太高了，刑法只不过是个工具而已，学得好的人比你多了去了，工具用的好的人也比你多了去了。刀用得好可以切菜、可以耍杂技，也可以砍人，我看你这罗翔你这面相不像是厨师，更不像艺术家呀？,-1
评估就是编造,-1
开幕雷击,0
预览滚筒怎么8个字的组合变了,0
唯一一个被正面单杀的天罡,0
省流：我没钱了,1
1.4,0
斧正,0
我的烤面筋，融化你的心！,1
？,0
[ohh],1
别看这种人的视频了,-1
门呢,0
法治之光！,1
辛苦了,1
飞段太秀了,0
卧槽楼下有结婚抬轿子的，大晚上别吓我,-1
猫鼠游戏,0
只嫁衣来咯！,1
好湿,0
？,0
王选,0
要是海浪大，会水都不一定能存活,0
你可谴责他，但不能定很大的罪。比如你在网上黑一个明星，然后人家一个诽谤罪把你抓牢里了，这合理吗？,0
被他杀的人就不能附身布仇嘛？,0
我选择折中哈哈，毕竟每个人的思维逻辑不一定相同，所以两种都有其存在的必要性,1
你在说什么啊,-1
鲨臂,-1
哪里来的犬类？,-1
???,0
苏联农业不发达，必须要有金坷垃,1
确实,0
风月同天，不共戴天。  致敬,1
]=]],0
《舒逝感》,1
荆棘女王下巴是尖的,0
一眼诈尸蚌埠住了,0
非常有力度,1
这也是只有特定位置才会有击中反馈的原因,0
血洗b站？不会的，阿b现在的成员构成跟那几年已经差的太多了,-1
猫酱,0
父母犯罪的时候自己都不在乎子女！你为什么要反对！？,-1
失踪太久了！！！！,1
觉了www,0
铠甲合体,1
很喜欢这套outfit,1
（*/∇＼*）,1
M1917美国制史密斯维森,0
产后抑郁容易殉情,0
爷的初中啊！当时有同学就跳这个！,1
双倍快乐,1
你币有了。,1
在西伯利亚大力发展种玉米 不批准,1
又没钱了是吧,-1
不务正业,-1
美国这帮政客真的是罪该万死,-1
弹幕护体,-1
说水浒传非梁山女性反面的，是不是忘了林娘子，琼英，金节老婆，李师师？,-1
小心封杀哦,-1
银狼太高了,0
还是那点，有些连带是必须的，不然就会被侵蚀，这是概率问题,0
张三活该,-1
你好，结婚,1
弹幕也是什么锅配什么盖了,-1
裁缝跟着去打仗，工程师上战场被马踩死,0
猿形毕露,0
找KGB去结账,0
被oeloop鬼畜了！,0
大清  大清救一下,1
第四种就是万能条款，看谁不顺眼就治你,0
得得得得得,0
公会战，公会战，天天就想着公会战,1
单兵影响怎么大？,0
，,0
甲    级   战   犯,-1
小破站上有这一段用战雷做的模拟！,0
更瞧不起卖辱求荣，为了吃饭抨击自己母亲做的饭不好吃的人,-1
小天才儿童手表保佑我,0
襄阳人敬个礼,1
懒得找罪罪,1
小二，真豪杰也,1
就会曝炸,1
ao,0
注意游戏通关条件就是最下面绿色的进度条,0
弹幕护体,-1
文艺复兴,1
这个女演员真的太不容易了……,-1
上央视,1
银狼小姐我是你的狗！！！！！！！！！！！！,-1
点名《纸嫁衣》,-1
取消之后把法律具体化才正常,0
我记得有一张水浒的插画，董平被拦腰斩断的一瞬间 用双枪插在了两棵树上把自己上半身架了起来 站着死的,0
common sense,0
没名气是有原因的,-1
武松·银手,1
致敬,1
太瘦了,0
八条腿：失败的man,1
老师好,1
没听说过,0
水浒后面确实阵亡写得过于刻意,0
致敬,1
劝架寺辣,-1
黄文炳是官难道抓贼有错？,-1
但是导演精神虐待女主的演员，导致她精神障碍了很长一段时间，不如说欧美保护儿童才是常态,-1
？？？,0
？？？？？？？,0
？？？,0
敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬敖犬,-1
 第三次世界大战启动,0
这个张温不是东吴那个，而是张允的爸爸,0
你还敢更新？,-1
失踪人口回归,1
《我在B站修文物》,1
：  ,0
好运来那个好运来,0
每周必看,0
就这？，,-1
枪在手，跟我走,1
厂长更新了！！！,1
《灵居》,1
老师好,1
截图干嘛，愣着啊！,1
柴进：北大我不去，我要读技校！,1
喵酱,1
梦回2018,1
敖犬，你不会忘记你之前做过什么了吧,-1
为了社会稳定。不为报应，也不为惩罚。,0
注意看，住在这里的男人叫小帅,1
学 而 不玩则呆,1
支持罗老师的观点,1
大伊万,0
一群小仙男是吧,-1
致敬,1
泪目,1
三体人∶进攻吧，斯大林不敢按的,1
这里有敖犬霰弹枪,-1
众矢（,1
林先生无憾了,1
大脑：这把高端局,1
泳淳  dalin,0
噫！哈,1
灯：wdnmd,1
何同学太棒了,-1
蒸汽朋克,1
便宜他了！,-1
这是一镜到底吗？,0
是因为你看不见所以说没有出现,0
同意罗老师看法！！！,1
主要是这类恐怖片太多了,0
我的猫咪今天太可爱了！,1
B站的都去自首吧,-1
哈哈哈哈哈啊哈哈,1
说既然祸不及子女，那么前提是惠不及子女的。说白了，你就是嫉妒！！！,-1
蒸馍你不扶器？,1
0.5,0
芳草碧连天~,1
我觉得印第安人不是过来攻击你们的，他们是过来救你们的,0
罗成：好熟悉的剧情,1
梅开二度,1
太强了喵酱,1
致敬,1
难道是只因猛男,1
？,0
厂子这么久不更新原来是去学国画去了,0
女主是比较瘦然后眼睛太大，不至于丑吧,0
Q,0
救了刘邦的樊哙打了一辈子仗也才斩首176级,0
你又懂了？,-1
?,0
罗老师讲的太好，这些断章取义小人,1
？,0
物理纠正,0
不如懒设计,0
《 夺 门 而 出 》,1
还是咬打火机吧,-1
那张图其实就是不正常，没有门。而不正常衍生出恐惧。,0
这文案踏马真实人才,-1
为啥你们不说话啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,-1
泰式恐怖也是如此,0
我靠，失踪人口出现~~,0
◈ 不要带走你的爱 你还什么都没听见 不要带走你的爱 起床 化妆 BANG!BANG!,1
这个是刷的吧,0
无语,-1
我要把这个视频烧给林语堂!,1
人民英雄永垂不朽！,1
"快点攻击,再不攻击他我就要攻击你了",-1
skzjzlz ,0
纱购,-1
秽土转生？,-1
0*,0
文艺复兴了属于是,1
保底待遇,0
卧槽。。。。。。。,0
美国好像根本炸不过来，如果能炸过来，他早就炸苏联了,0
还有脸发视频啊？还不退网？,-1
那么受害者家庭的子女呢？他们的公平在哪里？,-1
这一脚怎么做到的,1
再不打过来柴大官人要继位登基了,0
所有皆为811192,1
好好好,1
(>﹏<)好运来∽，祝你好运来∽,1
哈哈哈哈哈哈哈哈哈哈哈哈哈,1
瑞思拜,1
？？？？？,0
布什家也有犹太血统,0
今夕是何年,1
自我介绍,-1
没钱了？,-1
？,0
高中同学打人被拘留了一星期,0
哈哈哈哈,1
高能君,-1
最主要的两人帅啊，古代很看中颜值的，宣赞流泪.jpg,1
放只要你太美遇到鬼直接↓,1
敖犬,-1
强行降智，不然怎么写,-1
SSR，SSR，整天就知道SSR,1
？,0
不小心多买了一副，放着等明年太占地方，不浪费贴起来,0
gmzdh,0
还能学英文 太爱罗老师了,1
听听这话，三阮是可能砸宋江肉的人吗,0
罗老师总能说服我,1
